Unnamed: 0.1,Unnamed: 0,instruct,qa,_doc_id
3,3,"प्रश्न: जूली 120 पन्नों की किताब पढ़ रही है। कल, वह 12 पृष्ठ पढ़ने में सक्षम थी और आज, उसने कल की तुलना में दोगुने पृष्ठ पढ़े। यदि वह कल शेष पृष्ठों के आधे को पढ़ना चाहती है, तो उसे कितने पृष्ठ पढ़ने चाहिए? उत्तर: चलो एक-एक करके सोचें। मैला ने आज 12 x 2 = <<12*2=24>> 24 पृष्ठ पढ़े। तो वह कल से कुल 12 + 24 = <<12+24=36>> 36 पृष्ठ पढ़ने में सक्षम थी। पढ़ने के लिए 120 - 36 = <<120-36=84>> 84 पृष्ठ शेष हैं। चूंकि वह कल शेष पृष्ठों के आधे को पढ़ना चाहती है, तो उसे 84/2 = <<84/2=42>> 42 पृष्ठों को पढ़ना चाहिए। #### 42","प्रश्न: जूली 120 पन्नों की किताब पढ़ रही है। कल, वह 12 पृष्ठ पढ़ने में सक्षम थी और आज, उसने कल की तुलना में दोगुने पृष्ठ पढ़े। यदि वह कल शेष पृष्ठों के आधे को पढ़ना चाहती है, तो उसे कितने पृष्ठ पढ़ने चाहिए? उत्तर: चलो एक-एक करके सोचें। मैला ने आज 12 x 2 = <<12*2=24>> 24 पृष्ठ पढ़े। तो वह कल से कुल 12 + 24 = <<12+24=36>> 36 पृष्ठ पढ़ने में सक्षम थी। पढ़ने के लिए 120 - 36 = <<120-36=84>> 84 पृष्ठ शेष हैं। चूंकि वह कल शेष पृष्ठों के आधे को पढ़ना चाहती है, तो उसे 84/2 = <<84/2=42>> 42 पृष्ठों को पढ़ना चाहिए। उत्तर 42 है",3
26,26,"प्रश्न: जैक एक निर्जन द्वीप पर फंस गया है। वह अपनी मछली को मसाला देने के लिए कुछ नमक चाहता है। वह एक पुरानी बाल्टी में 2 लीटर समुद्री जल इकट्ठा करता है। यदि पानी 20% नमक है, तो जैक को कितने मिलीलीटर नमक मिलेगा जब सारा पानी वाष्पित हो जाएगा? उत्तर: चलो एक-एक करके सोचें। पहले पता लगाएं कि समुद्र के पानी में कितने लीटर नमक है: 2 लीटर * 20% = <<2*20*.01=.4>>.4 लीटर फिर उस राशि को 1000 मिलीलीटर / लीटर से गुणा करें ताकि जैक को मिलीलीटर नमक की संख्या मिल सकेः .4 लीटर * 1000 मिलीलीटर / लीटर = <<.4*1000=400>> 400 मिलीलीटर #### 400.","प्रश्न: जैक एक निर्जन द्वीप पर फंस गया है। वह अपनी मछली को मसाला देने के लिए कुछ नमक चाहता है। वह एक पुरानी बाल्टी में 2 लीटर समुद्री जल इकट्ठा करता है। यदि पानी 20% नमक है, तो जैक को कितने मिलीलीटर नमक मिलेगा जब सारा पानी वाष्पित हो जाएगा? उत्तर: चलो एक-एक करके सोचें। पहले पता लगाएं कि समुद्र के पानी में कितने लीटर नमक है: 2 लीटर * 20% = <<2*20*.01=.4>>.4 लीटर फिर उस मात्रा को 1000 मिलीलीटर / लीटर से गुणा करके नमक की मिलीलीटर की संख्या का पता लगाएं जैक को मिलता हैः .4 लीटर * 1000 मिलीलीटर / लीटर = <<.4*1000=400>> 400 मिलीलीटर उत्तर 400 है",26
33,33,"प्रश्न: पिज्जा बनाने के लिए, अन्य सामग्रियों के साथ, किम्बर को 10 कप पानी, 16 कप आटा, और आटे के कप की संख्या के 1/2 गुना अधिक चम्मच नमक। पिज्जा बनाने के लिए उसे कुल मिलाकर कितने कप पानी, आटा और एक चम्मच नमक की आवश्यकता है, इसकी गणना कीजिए। उत्तर: चलो एक-एक करके सोचें। पिज्जा बनाने के लिए, किम्बर को आटे के कपों की संख्या के रूप में आधा चम्मच नमक की आवश्यकता होती है, जिसका अर्थ है कि उसे 1/2 * 16 = <<16*1/2=8>> 8 चम्मच नमक की आवश्यकता होती है। आटे के कप और नमक के चम्मच की कुल संख्या वह 8 + 16 = <<8+16=24>> 24 वह भी पानी के 10 कप की जरूरत है, जिसका अर्थ है कि पानी के कप और आटे और नमक के चम्मच की कुल संख्या वह की जरूरत है 24 + 10 = <<24+10=34>> 34 #### 34","प्रश्न: पिज्जा बनाने के लिए, अन्य सामग्रियों के साथ, किम्बर को 10 कप पानी, 16 कप आटा, और आटे के कप की संख्या के 1/2 गुना अधिक चम्मच नमक। पिज्जा बनाने के लिए उसे कुल मिलाकर कितने कप पानी, आटा और एक चम्मच नमक की आवश्यकता है, इसकी गणना कीजिए। उत्तर: चलो एक-एक करके सोचें। पिज्जा बनाने के लिए, किम्बर को आटे के कपों की संख्या के रूप में आधा चम्मच नमक की आवश्यकता होती है, जिसका अर्थ है कि उसे 1/2 * 16 = <<16*1/2=8>> 8 चम्मच नमक की आवश्यकता होती है। आटे के कप और नमक के चम्मच की कुल संख्या 8 + 16 = <<8+16=24>> 24 उसे पानी के 10 कप की भी आवश्यकता है, जिसका अर्थ है कि पानी और आटे के कप और नमक के चम्मच की कुल संख्या 24 + 10 = <<24+10=34>> 34 है उत्तर 34 है",33
68,68,"प्रश्न: एल्सा और अमेली के सिक्कों का अनुपात 10:45 है। यदि उनके पास सिक्कों की कुल संख्या 440 है, और अमेली उसके पास जो है उसका 3/4 हिस्सा खिलौनों पर खर्च करती है, तो उसके पास कितने रहेंगे? उत्तर: चलो एक-एक करके सोचें। उनके दोनों के सिक्कों का कुल अनुपात 10+45 = <<10+45=55>> 55 अमेली के सिक्कों की संख्या का प्रतिनिधित्व करने वाले अनुपात का अंश 45/55 है, और चूंकि उनके पास सिक्कों की कुल संख्या 440 है, अमेली के पास 45/55*440 = <<45/55*440=360>> 360 सिक्के हैं। जब अमेली के पास जो कुछ है उसका 3/4 भाग वह 3/4*360 = <<3/4*360=270>> 270 सिक्कों के साथ बांटती है। उसके पास अभी भी 360 सिक्के हैं - 270 सिक्के = <<360-270=90>> 90 सिक्के #### 90","प्रश्न: एल्सा और अमेली के सिक्कों का अनुपात 10:45 है। यदि उनके पास सिक्कों की कुल संख्या 440 है, और अमेली उसके पास जो है उसका 3/4 हिस्सा खिलौनों पर खर्च करती है, तो उसके पास कितने रहेंगे? उत्तर: चलो एक-एक करके सोचें। उनके दोनों के सिक्कों का कुल अनुपात 10+45 = <<10+45=55>> 55 अमेली के सिक्कों की संख्या का प्रतिनिधित्व करने वाले अनुपात का अंश 45/55 है, और चूंकि उनके पास सिक्कों की कुल संख्या 440 है, अमेली के पास 45/55*440 = <<45/55*440=360>> 360 सिक्के हैं। जब अमेली के पास जो कुछ है उसका 3/4 भाग वह 3/4*360 = <<3/4*360=270>> 270 सिक्कों के साथ बांटती है। उसके पास अभी भी 360 सिक्के हैं - 270 सिक्के = <<360-270=90>> 90 सिक्के उत्तर 90 है",68
118,118,"प्रश्न: जेनेट अपने जुगलबंदी का अभ्यास कर रही है। प्रत्येक सप्ताह वह पिछले सप्ताह की तुलना में 2 अधिक वस्तुओं के साथ छेड़छाड़ कर सकती है। यदि वह 3 वस्तुओं के साथ छेड़छाड़ शुरू करती है और 5 सप्ताह तक अभ्यास करती है, तो वह कितनी वस्तुओं के साथ छेड़छाड़ कर सकती है? उत्तर: चलो एक-एक करके सोचें। पहले अतिरिक्त वस्तुओं की कुल संख्या का पता लगाएं जो वह जुगलबंदी करना सीखती हैः 2 ऑब्जेक्ट / सप्ताह * 5 सप्ताह = <<2*5=10>> 10 ऑब्जेक्ट फिर उन वस्तुओं की प्रारंभिक संख्या जोड़ें जिन्हें वह कुल खोजने के लिए जुगलबंदी कर सकती हैः 10 ऑब्जेक्ट + 3 ऑब्जेक्ट = <<10+3=13>> 13 ऑब्जेक्ट #### 13","प्रश्न: जेनेट अपने जुगलबंदी का अभ्यास कर रही है। प्रत्येक सप्ताह वह पिछले सप्ताह की तुलना में 2 अधिक वस्तुओं के साथ छेड़छाड़ कर सकती है। यदि वह 3 वस्तुओं के साथ छेड़छाड़ शुरू करती है और 5 सप्ताह तक अभ्यास करती है, तो वह कितनी वस्तुओं के साथ छेड़छाड़ कर सकती है? उत्तर: चलो एक-एक करके सोचें। पहले अतिरिक्त वस्तुओं की कुल संख्या का पता लगाएं जो वह जुगलबंदी करना सीखती हैः 2 ऑब्जेक्ट / सप्ताह * 5 सप्ताह = <<2*5=10>> 10 ऑब्जेक्ट्स फिर उन वस्तुओं की प्रारंभिक संख्या जोड़ें जिन्हें वह कुल खोजने के लिए जुगलबंदी कर सकती हैः 10 ऑब्जेक्ट्स + 3 ऑब्जेक्ट्स = <<10+3=13>> 13 ऑब्जेक्ट्स उत्तर 13 है",118
204,204,"प्रश्न: जैक के पास 12 इंच मोटी किताबों का ढेर है। वह अनुभव से जानता है कि 80 पृष्ठ एक इंच मोटे होते हैं। यदि उसके पास 6 पुस्तकें हैं, तो प्रत्येक में औसतन कितने पृष्ठ हैं? उत्तर: चलो एक-एक करके सोचें। 960 पृष्ठ हैं क्योंकि 80 x 12 = <<80*12=960>> 960 प्रत्येक पुस्तक 160 पृष्ठ है क्योंकि 960 / 6 = <<960/6=160>> 160 #### 160","प्रश्न: जैक के पास 12 इंच मोटी किताबों का ढेर है। वह अनुभव से जानता है कि 80 पृष्ठ एक इंच मोटे होते हैं। यदि उसके पास 6 पुस्तकें हैं, तो प्रत्येक में औसतन कितने पृष्ठ हैं? उत्तर: चलो एक-एक करके सोचें। 960 पृष्ठ हैं क्योंकि 80 x 12 = <<80*12=960>> 960 प्रत्येक पुस्तक 160 पृष्ठ है क्योंकि 960 / 6 = <<960/6=160>> 160 उत्तर 160 है",204
254,254,"प्रश्न: नेट हवाई अड्डे की पार्किंग में अपनी कार की तलाश में खो गया। उसे इसे खोजने के लिए अनुभाग जी और अनुभाग एच की हर पंक्ति में चलना पड़ा। अनुभाग जी में 15 पंक्तियाँ हैं जिनमें प्रत्येक में 10 कारें हैं। अनुभाग एच में 20 पंक्तियां हैं जिनमें से प्रत्येक में 9 कारें हैं। अगर नेट एक मिनट में 11 कारों को पार कर सकता है, तो उसने पार्किंग स्थल की तलाशी में कितने मिनट खर्च किए? उत्तर: चलो एक-एक करके सोचें। पहले अनुभाग जी में कारों की संख्या का पता लगाएं पंक्तियों की संख्या को प्रति पंक्ति कारों की संख्या से गुणा करकेः 15 पंक्तियाँ * 10 कारें / पंक्ति = <<15*10=150>> 150 कारें फिर अनुभाग एच के लिए एक ही काम करेंः 20 पंक्तियाँ * 9 कारें / पंक्ति = <<20*9=180>> 180 कारें फिर कारों की कुल संख्या खोजने के लिए कारों की दो मात्राओं को जोड़ें नाइट गुजर गयाः 150 कारें + 180 कारें = <<150+180=330>> 330 कारें अंत में, कारों की संख्या को विभाजित करें नाइट हर मिनट में संख्याओं से गुजरता है यह पता लगाने के लिए कि उसने कितनी देर तक खोज कीः 330 कारें / 11 कारें / मिनट = <<330/11=30>> 30 मिनट #### 30","प्रश्न: नेट हवाई अड्डे की पार्किंग में अपनी कार की तलाश में खो गया। उसे इसे खोजने के लिए अनुभाग जी और अनुभाग एच की हर पंक्ति में चलना पड़ा। अनुभाग जी में 15 पंक्तियाँ हैं जिनमें प्रत्येक में 10 कारें हैं। अनुभाग एच में 20 पंक्तियां हैं जिनमें से प्रत्येक में 9 कारें हैं। अगर नेट एक मिनट में 11 कारों को पार कर सकता है, तो उसने पार्किंग स्थल की तलाशी में कितने मिनट खर्च किए? उत्तर: चलो एक-एक करके सोचें। पहले अनुभाग जी में कारों की संख्या का पता लगाएं पंक्तियों की संख्या को प्रति पंक्ति कारों की संख्या से गुणा करकेः 15 पंक्तियाँ * 10 कारें / पंक्ति = <<15*10=150>> 150 कारें फिर अनुभाग एच के लिए एक ही काम करेंः 20 पंक्तियाँ * 9 कारें / पंक्ति = <<20*9=180>> 180 कारें फिर कारों की कुल संख्या खोजने के लिए कारों की दो मात्राओं को जोड़ें नाइट गुजर गयाः 150 कारें + 180 कारें = <<150+180=330>> 330 कारें अंत में, कारों की संख्या को विभाजित करें नाइट हर मिनट में संख्याओं से गुजरता है यह पता लगाने के लिए कि उसने कितनी देर तक खोज कीः 330 कारें / 11 कारें / मिनट = <<330/11=30>> 30 मिनट उत्तर 30 है",254
271,271,"प्रश्न: नादिया को 20 गुलाब और गुलाब की तुलना में 3/4 गुना अधिक लिली खरीदने के लिए फूलों की दुकान पर भेजा गया था। यदि गुलाब की एक टुकड़ी की कीमत $5 है और लिली की एक टुकड़ी की कीमत दोगुनी है, तो गणना करें कि नादिया ने फूलों को खरीदने के लिए कुल धनराशि का उपयोग कैसे किया। उत्तर: चलो एक-एक करके सोचें। गुलाब की कुल लागत 20*5 = $ <<20*5=100>> 100 है नादिया ने 3/4*20 = <<3/4*20=15>> 15 लिली खरीदी। प्रत्येक लिली की कीमत 5*2 = $ <<5*2=10>> 10 है उसने लिली खरीदने के लिए कुल मिलाकर 10*15 = $ <<10*15=150>> 150 खर्च किए। सभी फूलों को खरीदने के लिए, नादिया ने 150+100 = $ <<150+100=250>> 250 #### 250 खर्च किया","प्रश्न: नादिया को 20 गुलाब और गुलाब की तुलना में 3/4 गुना अधिक लिली खरीदने के लिए फूलों की दुकान पर भेजा गया था। यदि गुलाब की एक टुकड़ी की कीमत $5 है और लिली की एक टुकड़ी की कीमत दोगुनी है, तो गणना करें कि नादिया ने फूलों को खरीदने के लिए कुल धनराशि का उपयोग कैसे किया। उत्तर: चलो एक-एक करके सोचें। गुलाब की कुल लागत 20*5 = $ <<20*5=100>> 100 है नादिया ने 3/4*20 = <<3/4*20=15>> 15 लिली खरीदी। प्रत्येक लिली की कीमत 5*2 = $ <<5*2=10>> 10 है उसने लिली खरीदने के लिए कुल मिलाकर 10*15 = $ <<10*15=150>> 150 खर्च किए। सभी फूलों को खरीदने के लिए, नादिया ने 150 + 100 = $ <<150+100=250>> 250 का इस्तेमाल किया उत्तर 250 है",271
408,408,"प्रश्न: तीन वयस्क जिनका औसत वजन 140 पाउंड है पहले लिफ्ट में गए। दो बच्चे जिनका औसत वजन 64 पाउंड है वे भी अंदर गए। यदि कोई लिफ्ट का संकेत 'अधिकतम वजन 600 पाउंड. "" पढ़ता है, तो अगले व्यक्ति का अधिकतम वजन क्या है जो लिफ्ट में प्रवेश करेगा ताकि यह अतिभारित न हो? उत्तर: चलो एक-एक करके सोचें। तीन वयस्कों के वजन का योग 140 x 3 = <<140*3=420>> 420 पाउंड है। दोनों बच्चों के वजन का योग 64 x 2 = <<64*2=128>> 128 पाउंड है। तो लिफ्ट में हैं जो 5 लोगों का कुल वजन 420 + 128 = <<420+128=548>> 548 पाउंड है। इसका अर्थ यह होगा कि अगले व्यक्ति का वजन 600 - 548 = <<600-548=52>> 52 पाउंड से अधिक नहीं होना चाहिए। #### 52","प्रश्न: तीन वयस्क जिनका औसत वजन 140 पाउंड है पहले लिफ्ट में गए। दो बच्चे जिनका औसत वजन 64 पाउंड है वे भी अंदर गए। यदि कोई लिफ्ट का संकेत 'अधिकतम वजन 600 पाउंड. "" पढ़ता है, तो अगले व्यक्ति का अधिकतम वजन क्या है जो लिफ्ट में प्रवेश करेगा ताकि यह अतिभारित न हो? उत्तर: चलो एक-एक करके सोचें। तीन वयस्कों के वजन का योग 140 x 3 = <<140*3=420>> 420 पाउंड है। दोनों बच्चों के वजन का योग 64 x 2 = <<64*2=128>> 128 पाउंड है। तो लिफ्ट में हैं जो 5 लोगों का कुल वजन 420 + 128 = <<420+128=548>> 548 पाउंड है। इसका अर्थ यह होगा कि अगले व्यक्ति का वजन 600 - 548 = <<600-548=52>> 52 पाउंड से अधिक नहीं होना चाहिए। उत्तर 52 है",408
503,503,"प्रश्न: यस्ना की दो पुस्तकें हैं। एक किताब 180 पन्ने लंबी है, और दूसरी किताब 100 पन्ने लंबी है। यदि यस्ना दो सप्ताह में दोनों पुस्तकों को समाप्त करना चाहती है, तो यस्ना को हर दिन कितने पृष्ठों को पढ़ने की आवश्यकता होगी, यदि वह हर दिन समान संख्या में पृष्ठ पढ़ती है? उत्तर: चलो एक-एक करके सोचें। पृष्ठों की कुल संख्या 180 + 100 = <<180+100=280>> 280 पृष्ठों की संख्या यस्ना को दो सप्ताह के लिए हर दिन पढ़ने की आवश्यकता है 280 / 14 = <<280/14=20>> 20 पृष्ठ #### 20","प्रश्न: यस्ना की दो पुस्तकें हैं। एक किताब 180 पन्ने लंबी है, और दूसरी किताब 100 पन्ने लंबी है। यदि यस्ना दो सप्ताह में दोनों पुस्तकों को समाप्त करना चाहती है, तो यस्ना को हर दिन कितने पृष्ठों को पढ़ने की आवश्यकता होगी, यदि वह हर दिन समान संख्या में पृष्ठ पढ़ती है? उत्तर: चलो एक-एक करके सोचें। पृष्ठों की कुल संख्या 180 + 100 = <<180+100=280>> 280 पृष्ठ यास्ना को दो सप्ताह तक प्रतिदिन पढ़ने के लिए पृष्ठों की संख्या 280 / 14 = <<280/14=20>> 20 पृष्ठ है उत्तर 20 है",503
