good_percent,seed,group,jaccard,intersection,union,total_isolated_run1,total_isolated_run2,num_tensors,num_elements_compared
0.0001,1,layers.0,0.36437576250508336,3584,9836,6530,6890,7,218103808
0.0001,1,layers.1,0.4172031228598822,3046,7301,5207,5140,7,218103808
0.0001,1,layers.10,0.5504025764895331,6836,12420,9838,9418,7,218103808
0.0001,1,layers.11,0.6091138294892147,6523,10709,8809,8423,7,218103808
0.0001,1,layers.12,0.639094732625676,6382,9986,8413,7955,7,218103808
0.0001,1,layers.13,0.6263944223107569,6289,10040,8493,7836,7,218103808
0.0001,1,layers.14,0.55841059602649,6324,11325,8763,8886,7,218103808
0.0001,1,layers.15,0.6125477650404336,6893,11253,8871,9275,7,218103808
0.0001,1,layers.16,0.5056915483026091,5020,9927,7263,7684,7,218103808
0.0001,1,layers.17,0.5042361544635691,5654,11213,8679,8188,7,218103808
0.0001,1,layers.18,0.47674519690515516,5484,11503,8422,8565,7,218103808
0.0001,1,layers.19,0.49183811455616727,5092,10353,7530,7915,7,218103808
0.0001,1,layers.2,0.4219488188976378,4287,10160,7122,7325,7,218103808
0.0001,1,layers.20,0.5018939393939394,5830,11616,8650,8796,7,218103808
0.0001,1,layers.21,0.427,4270,10000,6919,7351,7,218103808
0.0001,1,layers.22,0.3895918880415654,4649,11933,8589,7993,7,218103808
0.0001,1,layers.23,0.3423886678956049,3529,10307,7369,6467,7,218103808
0.0001,1,layers.24,0.3033349925335988,3047,10045,6847,6245,7,218103808
0.0001,1,layers.25,0.32882247909031104,3499,10641,7414,6726,7,218103808
0.0001,1,layers.26,0.3712435233160622,4299,11580,8660,7219,7,218103808
0.0001,1,layers.27,0.2678132678132678,2507,9361,6090,5778,7,218103808
0.0001,1,layers.28,0.31713053704429633,3236,10204,7041,6399,7,218103808
0.0001,1,layers.29,0.2501392757660167,2245,8975,5386,5834,7,218103808
0.0001,1,layers.3,0.5333267697154672,5417,10157,7604,7970,7,218103808
0.0001,1,layers.30,0.3033956692913386,2466,8128,5326,5268,7,218103808
0.0001,1,layers.31,0.38327006507592193,2827,7376,5440,4763,7,218103808
0.0001,1,layers.4,0.5579369739675083,5701,10218,7942,7977,7,218103808
0.0001,1,layers.5,0.5287560422215646,5360,10137,7798,7699,7,218103808
0.0001,1,layers.6,0.5372040586245772,5718,10644,8416,7946,7,218103808
0.0001,1,layers.7,0.6093681342824502,6934,11379,9424,8889,7,218103808
0.0001,1,layers.8,0.6198544897568448,6475,10446,8521,8400,7,218103808
0.0001,1,layers.9,0.5532129292302922,7137,12901,10238,9800,7,218103808
0.0001,1,lm_head,0.004103192944394661,87,21203,3558,17732,1,525336576
0.001,1,layers.0,0.33746895486989015,30165,89386,58895,60656,7,218103808
0.001,1,layers.1,0.5128469094496633,35868,69939,51222,54585,7,218103808
0.001,1,layers.10,0.5534615205549607,59439,107395,84441,82393,7,218103808
0.001,1,layers.11,0.5909148119401733,56339,95342,77311,74370,7,218103808
0.001,1,layers.12,0.6245484880800853,54465,87207,72309,69363,7,218103808
0.001,1,layers.13,0.7029554721153625,61032,86822,74476,73378,7,218103808
0.001,1,layers.14,0.6054048116005712,49599,81927,64519,67007,7,218103808
0.001,1,layers.15,0.5938397738856455,51265,86328,66675,70918,7,218103808
0.001,1,layers.16,0.5375397730683796,44769,83285,63060,64994,7,218103808
0.001,1,layers.17,0.4736796072986476,43327,91469,67904,66892,7,218103808
0.001,1,layers.18,0.45357154521997584,41661,91851,66503,67009,7,218103808
0.001,1,layers.19,0.4544697273244902,43101,94838,68012,69927,7,218103808
0.001,1,layers.2,0.5034230355220667,46768,92900,68970,70698,7,218103808
0.001,1,layers.20,0.41621030724113645,39597,95137,68623,66111,7,218103808
0.001,1,layers.21,0.42338416046958094,38373,90634,63623,65384,7,218103808
0.001,1,layers.22,0.4120222508936314,38960,94558,68172,65346,7,218103808
0.001,1,layers.23,0.37983184866379743,37949,99910,71423,66436,7,218103808
0.001,1,layers.24,0.3023099872693171,31108,102901,69187,64822,7,218103808
0.001,1,layers.25,0.309159938485198,32165,104040,67754,68451,7,218103808
0.001,1,layers.26,0.3263587491324929,31507,96541,64128,63920,7,218103808
0.001,1,layers.27,0.2452296339889993,21668,88358,57903,52123,7,218103808
0.001,1,layers.28,0.26826641070762014,25154,93765,59824,59095,7,218103808
0.001,1,layers.29,0.21620041143239038,20704,95763,59706,56761,7,218103808
0.001,1,layers.3,0.510153814175847,49087,96220,71983,73324,7,218103808
0.001,1,layers.30,0.18745496163791275,17689,94364,58752,53301,7,218103808
0.001,1,layers.31,0.2792172580455028,23686,84830,55766,52750,7,218103808
0.001,1,layers.4,0.5356521569164011,54809,102322,76868,80263,7,218103808
0.001,1,layers.5,0.5775932258589807,56752,98256,76738,78270,7,218103808
0.001,1,layers.6,0.5677954333551548,57244,100818,79635,78427,7,218103808
0.001,1,layers.7,0.6255453669521159,57781,92369,75920,74230,7,218103808
0.001,1,layers.8,0.6106901931732722,54407,89091,72191,71307,7,218103808
0.001,1,layers.9,0.6216495576656094,61345,98681,81137,78889,7,218103808
0.001,1,lm_head,0.08382660101493752,11117,132619,55703,88033,1,525336576
0.01,1,layers.0,0.38029795675581013,251901,662378,454000,460279,7,218103808
0.01,1,layers.1,0.3692632888412419,292088,791002,537300,545790,7,218103808
0.01,1,layers.10,0.5853476212971563,548915,937759,748496,738178,7,218103808
0.01,1,layers.11,0.5764831526429526,506324,878298,698931,685691,7,218103808
0.01,1,layers.12,0.5419978782831982,478718,883247,687092,674873,7,218103808
