good_percent,seed,group,jaccard,intersection,union,total_isolated_run1,total_isolated_run2,num_tensors,num_elements_compared
0.0001,1,layers.0,0.207997311827957,619,2976,1876,1719,7,60817408
0.0001,1,layers.1,0.2944530844997408,568,1929,1385,1112,7,60817408
0.0001,1,layers.10,0.2427635172037138,889,3662,2477,2074,7,60817408
0.0001,1,layers.11,0.234351375869368,775,3307,2412,1670,7,60817408
0.0001,1,layers.12,0.11850220264317181,538,4540,3045,2033,7,60817408
0.0001,1,layers.13,0.06748971193415639,246,3645,2399,1492,7,60817408
0.0001,1,layers.14,0.05152048253329983,205,3979,2547,1637,7,60817408
0.0001,1,layers.15,0.0879045996592845,258,2935,1468,1725,7,60817408
0.0001,1,layers.2,0.25082399472643374,761,3034,1982,1813,7,60817408
0.0001,1,layers.3,0.39386503067484663,963,2445,2007,1401,7,60817408
0.0001,1,layers.4,0.421518556350017,1238,2937,2328,1847,7,60817408
0.0001,1,layers.5,0.3015985790408526,849,2815,1916,1748,7,60817408
0.0001,1,layers.6,0.32125,1028,3200,2337,1891,7,60817408
0.0001,1,layers.7,0.27269601100412655,793,2908,2074,1627,7,60817408
0.0001,1,layers.8,0.22551073860660031,861,3818,2533,2146,7,60817408
0.0001,1,layers.9,0.22616294011822155,880,3891,2660,2111,7,60817408
0.001,1,layers.0,0.15391849529780563,4419,28710,19699,13430,7,60817408
0.001,1,layers.1,0.2511871423353221,8252,32852,22808,18296,7,60817408
0.001,1,layers.10,0.23619995947549716,8160,34547,24747,17960,7,60817408
0.001,1,layers.11,0.23182721472649304,8866,38244,28326,18784,7,60817408
0.001,1,layers.12,0.18128096160132773,7209,39767,29899,17077,7,60817408
0.001,1,layers.13,0.08392083581075342,2964,35319,25311,12972,7,60817408
0.001,1,layers.14,0.09506093649775497,3705,38975,27703,14977,7,60817408
0.001,1,layers.15,0.19323920436978254,5625,29109,20162,14572,7,60817408
0.001,1,layers.2,0.29880895125470336,10562,35347,25815,20094,7,60817408
0.001,1,layers.3,0.36940138875176887,11225,30387,23350,18262,7,60817408
0.001,1,layers.4,0.3973688332028191,12686,31925,24761,19850,7,60817408
0.001,1,layers.5,0.33032092087469905,10015,30319,22270,18064,7,60817408
0.001,1,layers.6,0.2867667457846552,9303,32441,22275,19469,7,60817408
0.001,1,layers.7,0.24555506690959353,7817,31834,20816,18835,7,60817408
0.001,1,layers.8,0.26616716996182554,9343,35102,24898,19547,7,60817408
0.001,1,layers.9,0.2730959761290883,9427,34519,25679,18267,7,60817408
0.01,1,layers.0,0.1948678514257406,52710,270491,188855,134346,7,60817408
0.01,1,layers.1,0.20988642247611106,62424,297418,201168,158674,7,60817408
0.01,1,layers.10,0.23408107224085864,61546,262926,183641,140831,7,60817408
