[Race] proportion=0.001, seed=42, frac=0.05, requested=93885, actual_pruned=93885, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=42, frac=0.1, requested=187770, actual_pruned=187770, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=42, frac=0.2, requested=375540, actual_pruned=375540, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=42, frac=0.4, requested=751080, actual_pruned=751080, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=42, frac=0.6, requested=1126621, actual_pruned=1126621, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=42, frac=0.8, requested=1502161, actual_pruned=1502161, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.05, requested=93885, actual_pruned=93885, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.1, requested=187770, actual_pruned=187770, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.2, requested=375540, actual_pruned=375540, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.4, requested=751080, actual_pruned=751080, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.6, requested=1126621, actual_pruned=1126621, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=123, frac=0.8, requested=1502161, actual_pruned=1502161, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.05, requested=93885, actual_pruned=93885, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.1, requested=187770, actual_pruned=187770, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.2, requested=375540, actual_pruned=375540, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.4, requested=751080, actual_pruned=751080, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.6, requested=1126621, actual_pruned=1126621, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.001, seed=456, frac=0.8, requested=1502161, actual_pruned=1502161, total_math_only=1877866, math_only_count=1877702
[Race] proportion=0.01, seed=42, frac=0.05, requested=873436, actual_pruned=873436, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=42, frac=0.1, requested=1746873, actual_pruned=1746873, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=42, frac=0.2, requested=3493746, actual_pruned=3493746, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=42, frac=0.4, requested=6987493, actual_pruned=6987493, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=42, frac=0.6, requested=10481240, actual_pruned=10481240, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=42, frac=0.8, requested=13974987, actual_pruned=13974987, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.05, requested=873436, actual_pruned=873436, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.1, requested=1746873, actual_pruned=1746873, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.2, requested=3493746, actual_pruned=3493746, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.4, requested=6987493, actual_pruned=6987493, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.6, requested=10481240, actual_pruned=10481240, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=123, frac=0.8, requested=13974987, actual_pruned=13974987, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.05, requested=873436, actual_pruned=873436, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.1, requested=1746873, actual_pruned=1746873, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.2, requested=3493746, actual_pruned=3493746, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.4, requested=6987493, actual_pruned=6987493, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.6, requested=10481240, actual_pruned=10481240, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.01, seed=456, frac=0.8, requested=13974987, actual_pruned=13974987, total_math_only=17473389, math_only_count=17468734
[Race] proportion=0.1, seed=42, frac=0.05, requested=5074724, actual_pruned=5074724, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=42, frac=0.1, requested=10149449, actual_pruned=10149449, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=42, frac=0.2, requested=20298899, actual_pruned=20298899, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=42, frac=0.4, requested=40597798, actual_pruned=40597798, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=42, frac=0.6, requested=60896697, actual_pruned=60896697, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=42, frac=0.8, requested=81195596, actual_pruned=81195596, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.05, requested=5074724, actual_pruned=5074724, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.1, requested=10149449, actual_pruned=10149449, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.2, requested=20298899, actual_pruned=20298899, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.4, requested=40597798, actual_pruned=40597798, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.6, requested=60896697, actual_pruned=60896697, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=123, frac=0.8, requested=81195596, actual_pruned=81195596, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.05, requested=5074724, actual_pruned=5074724, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.1, requested=10149449, actual_pruned=10149449, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.2, requested=20298899, actual_pruned=20298899, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.4, requested=40597798, actual_pruned=40597798, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.6, requested=60896697, actual_pruned=60896697, total_math_only=101873552, math_only_count=101494495
[Race] proportion=0.1, seed=456, frac=0.8, requested=81195596, actual_pruned=81195596, total_math_only=101873552, math_only_count=101494495
